symbol,atr_mult,rr_ratio,pause_after_loss,trades,wins,losses,win_rate,profit_factor,total_pnl,total_pnl_pct,sharpe,max_dd_pct,error
DOT-USD,4.0,2.0,2,3,1,2,0.3333333333333333,0.8894152579359819,-23.858753501668616,-0.0023858753501668616,-0.030463888441159194,0.02116887231414139,
DOT-USD,4.0,1.5,3,4,1,3,0.25,0.44263700836143055,-178.73173080270863,-0.017873173080270862,-0.27090352977875176,0.0316185831616348,
DOT-USD,4.0,2.5,2,2,0,2,0.0,0.0,-191.777881324595,-0.0191777881324595,-0.4992402157565624,0.0191777881324595,
DOT-USD,4.0,2.0,3,4,1,3,0.25,0.5966563598897685,-129.7203332357385,-0.012972033323573851,-0.1695749161221444,0.03155571497297777,
DOT-USD,4.0,2.5,3,3,0,3,0.0,0.0,-295.8575913257009,-0.029585759132570093,-0.6123219976965549,0.029585759132570093,
DOT-USD,3.5,2.5,0,29,9,20,0.3103448275862069,0.7652167123896194,-464.37814323577004,-0.046437814323577006,-0.21109323978870317,0.07337369149938906,
DOT-USD,3.5,3.0,0,26,8,18,0.3076923076923077,0.6073060181385889,-696.7628500586161,-0.06967628500586161,-0.3617459700582902,0.0766365714664862,
DOT-USD,4.0,3.0,2,2,0,2,0.0,0.0,-191.777881324595,-0.0191777881324595,-0.4992402157565624,0.0191777881324595,
DOT-USD,4.0,3.0,3,3,0,3,0.0,0.0,-295.8575913257009,-0.029585759132570093,-0.6123219976965549,0.029585759132570093,
DOT-USD,5.0,1.5,2,3,1,2,0.3333333333333333,0.6760455569891101,-68.7751523787665,-0.0068775152378766505,-0.11484028470401113,0.020929496127791082,
DOT-USD,4.0,1.5,0,37,15,22,0.40540540540540543,0.892657660773449,-229.07905885629953,-0.022907905885629954,-0.10397587487673676,0.057179756072471576,
DOT-USD,5.0,2.0,2,2,0,2,0.0,0.0,-173.4516810673449,-0.01734516810673449,-0.49129897920679716,0.01734516810673449,
DOT-USD,4.0,2.0,0,32,10,22,0.3125,0.74458557476835,-546.2778150183785,-0.054627781501837856,-0.26215273539087425,0.08273233286902912,
DOT-USD,4.0,2.5,0,26,8,18,0.3076923076923077,0.5474562483763197,-777.5801032382533,-0.07775801032382533,-0.45384721904938224,0.08379991633948303,
DOT-USD,5.0,1.5,3,4,1,3,0.25,0.4535438938878092,-172.92569999385705,-0.017292569999385707,-0.263042062877408,0.031197185229251474,
DOT-USD,5.0,2.0,3,3,0,3,0.0,0.0,-276.5044670314164,-0.02765044670314164,-0.6049366998781326,0.02765044670314164,
DOT-USD,5.0,2.5,2,2,0,2,0.0,0.0,-173.4516810673449,-0.01734516810673449,-0.49129897920679716,0.01734516810673449,
DOT-USD,5.0,2.5,3,3,0,3,0.0,0.0,-276.5044670314164,-0.02765044670314164,-0.6049366998781326,0.02765044670314164,
DOT-USD,4.0,3.0,0,24,7,17,0.2916666666666667,0.537812060720933,-748.398081367055,-0.0748398081367055,-0.433327554475471,0.08090083224018235,
DOT-USD,5.0,3.0,2,2,0,2,0.0,0.0,-173.4516810673449,-0.01734516810673449,-0.49129897920679716,0.01734516810673449,
DOT-USD,5.0,3.0,3,3,0,3,0.0,0.0,-276.5044670314164,-0.02765044670314164,-0.6049366998781326,0.02765044670314164,
DOT-USD,6.0,1.5,2,2,0,2,0.0,0.0,-161.2316097826042,-0.01612316097826042,-0.4819134188478618,0.01612316097826042,
DOT-USD,6.0,2.0,2,2,0,2,0.0,0.0,-161.2316097826042,-0.01612316097826042,-0.4819134188478618,0.01612316097826042,
DOT-USD,5.0,2.0,0,24,7,17,0.2916666666666667,0.5315079551062106,-630.5432561940779,-0.0630543256194078,-0.44400906226745035,0.06797011240156335,
DOT-USD,6.0,1.5,3,3,0,3,0.0,0.0,-263.597275866834,-0.026359727586683403,-0.596748936148623,0.026359727586683403,
DOT-USD,6.0,2.0,3,3,0,3,0.0,0.0,-263.597275866834,-0.026359727586683403,-0.596748936148623,0.026359727586683403,
DOT-USD,5.0,1.5,0,31,12,19,0.3870967741935484,0.8431474087511498,-272.0217108966026,-0.02720217108966026,-0.14514513893965647,0.061169281468299384,
DOT-USD,6.0,2.5,2,2,0,2,0.0,0.0,-161.2316097826042,-0.01612316097826042,-0.4819134188478618,0.01612316097826042,
DOT-USD,5.0,2.5,0,23,7,16,0.30434782608695654,0.5004031380295003,-689.6122556220198,-0.06896122556220198,-0.46484998167467745,0.07384602115516027,
DOT-USD,6.0,2.5,3,3,0,3,0.0,0.0,-263.597275866834,-0.026359727586683403,-0.596748936148623,0.026359727586683403,
DOT-USD,5.0,3.0,0,23,7,16,0.30434782608695654,0.5945778917003203,-563.3479250866039,-0.05633479250866039,-0.3379266251602777,0.06128583404778983,
DOT-USD,6.0,3.0,2,2,0,2,0.0,0.0,-161.2316097826042,-0.01612316097826042,-0.4819134188478618,0.01612316097826042,
DOT-USD,6.0,1.5,0,26,9,17,0.34615384615384615,0.516792893301177,-696.2742995087137,-0.06962742995087137,-0.49978658378144286,0.07107558192101132,
DOT-USD,6.0,3.0,3,3,0,3,0.0,0.0,-263.597275866834,-0.026359727586683403,-0.596748936148623,0.026359727586683403,
DOT-USD,6.0,2.0,0,22,6,16,0.2727272727272727,0.44048111559141095,-663.8374294597925,-0.06638374294597925,-0.5254552891427318,0.06783694380930229,
DOT-USD,6.0,2.5,0,22,6,16,0.2727272727272727,0.5332110828334695,-565.4778928321521,-0.05654778928321521,-0.3963581060041195,0.058016300094545656,
DOT-USD,6.0,3.0,0,23,7,16,0.30434782608695654,0.5290054348226405,-632.4975513187437,-0.06324975513187438,-0.41020794794513815,0.06470783413839891,
